ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,EvergreenHealth,6/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,EvergreenHealth,7/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,EvergreenHealth,8/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,EvergreenHealth,9/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,1/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,2/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,3/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,4/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,5/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,6/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,7/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,8/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic THA,EvergreenHealth,9/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,1/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,2/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,3/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,4/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,5/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,6/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,7/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,8/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,EvergreenHealth,9/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,1/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,2/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,3/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,4/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,5/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,6/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,7/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,8/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,EvergreenHealth,9/1/2014 0:00,TRUE,96,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,1/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,2/1/2014 0:00,TRUE,95,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,3/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,4/1/2014 0:00,TRUE,96,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,5/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,6/1/2014 0:00,TRUE,97.3,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,7/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,8/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,EvergreenHealth,9/1/2014 0:00,TRUE,100,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,1/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,2/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,3/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,4/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,5/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,6/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,7/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,8/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent THA Patients with PRO before surgery,EvergreenHealth,9/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,1/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,2/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,3/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,4/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,5/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,6/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,7/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,8/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,EvergreenHealth,Percent TKA Patients with PRO before surgery,EvergreenHealth,9/1/2014 0:00,TRUE,0,,Evergreen,680,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,1/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,2/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,3/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,4/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,5/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,7/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,8/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count THA,Franciscan St. Francis Health - Mooresville,9/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,1/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,2/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,3/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,4/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,5/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,6/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,7/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,8/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Count TKA,Franciscan St. Francis Health - Mooresville,9/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,1/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,2/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,3/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,4/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,5/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,6/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,7/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Franciscan St. Francis Health - Mooresville,30-day all cause Readmission Rate THA,Franciscan St. Francis Health - Mooresville,8/1/2014 0:00,TRUE,0,,Fr St Francis Health,1385,Community,Early Mobilization and Pain Management ,,,,,,,
